156292,2
156293,2
156294,2
156295,2
156296,3
156297,2
156298,3
156299,2
156300,3
156301,3
156302,3
156303,3
156304,1
156305,1
156306,2
156307,3
156308,2
156309,3
156310,2
156311,3
156312,2
156313,2
156314,2
156315,2
156316,2
156317,2
156318,2
156319,2
156320,2
156321,2
156322,2
156323,2
156324,0
156325,0
156326,1
156327,1
156328,3
156329,3
156330,3
156331,3
156332,3
156333,3
156334,3
156335,3
156336,3
156337,3
156338,3
156339,3
156340,2
156341,2
156342,2
156343,2
156344,2
156345,2
156346,3
156347,3
156348,3
156349,3
156350,2
156351,3
156352,3
156353,3
156354,1
156355,2
156356,3
156357,3
156358,3
156359,3
156360,3
156361,3
156362,0
156363,3
156364,0
156365,0
156366,1
156367,0
156368,1
156369,1
156370,1
156371,1
156372,1
156373,2
156374,1
156375,3
156376,2
156377,3
156378,3
156379,2
156380,1
156381,1
156382,2
156383,2
156384,0
156385,0
156386,1
156387,1
156388,2
156389,2
156390,2
156391,2
156392,2
156393,2
156394,2
156395,2
156396,0
156397,2
156398,0
156399,2
156400,0
156401,2
156402,2
156403,0
156404,0
156405,4
156406,4
156407,4
156408,4
156409,3
156410,3
156411,3
156412,3
156413,1
156414,1
156415,2
156416,1
156417,3
156418,3
156419,3
156420,3
156421,2
156422,2
156423,2
156424,2
156425,2
156426,2
156427,2
156428,2
156429,2
156430,2
156431,0
156432,4
156433,4
156434,0
156435,1
156436,2
156437,1
156438,2
156439,2
156440,2
156441,2
156442,2
156443,2
156444,2
156445,1
156446,4
156447,2
156448,4
156449,2
156450,2
156451,4
156452,4
156453,2
156454,4
156455,4
156456,4
156457,1
156458,1
156459,2
156460,2
156461,2
156462,2
156463,1
156464,2
156465,2
156466,4
156467,4
156468,4
156469,4
156470,3
156471,3
156472,3
156473,1
156474,2
156475,2
156476,2
156477,2
156478,2
156479,2
156480,2
156481,2
156482,2
156483,2
156484,2
156485,2
156486,2
156487,0
156488,1
156489,1
156490,2
156491,1
156492,2
156493,1
156494,1
156495,2
156496,2
156497,2
156498,2
156499,2
156500,2
156501,1
156502,2
156503,1
156504,1
156505,1
156506,1
156507,1
156508,2
156509,2
156510,1
156511,1
156512,1
156513,1
156514,1
156515,2
156516,1
156517,2
156518,1
156519,2
156520,2
156521,2
156522,2
156523,2
156524,2
156525,2
156526,2
156527,2
156528,2
156529,2
156530,2
156531,2
156532,2
156533,2
156534,2
156535,2
156536,2
156537,1
156538,1
156539,1
156540,1
156541,1
156542,1
156543,2
156544,3
156545,3
156546,2
156547,2
156548,2
156549,2
156550,2
156551,2
156552,2
156553,2
156554,2
156555,4
156556,3
156557,3
156558,3
156559,3
156560,3
156561,3
156562,2
156563,2
156564,2
156565,2
156566,2
156567,0
156568,0
156569,0
156570,2
156571,4
156572,2
156573,4
156574,1
156575,4
156576,4
156577,2
156578,4
156579,4
156580,4
156581,4
156582,2
156583,4
156584,4
156585,2
156586,4
156587,2
156588,4
156589,4
156590,3
156591,3
156592,3
156593,3
156594,3
156595,2
156596,3
156597,1
156598,1
156599,1
156600,2
156601,2
156602,1
156603,3
156604,2
156605,2
156606,2
156607,0
156608,3
156609,3
156610,3
156611,2
156612,0
156613,1
156614,2
156615,1
156616,1
156617,2
156618,2
156619,1
156620,1
156621,1
156622,1
156623,2
156624,1
156625,2
156626,2
156627,2
156628,0
156629,0
156630,0
156631,0
156632,2
156633,2
156634,0
156635,0
156636,0
156637,1
156638,2
156639,2
156640,0
156641,4
156642,4
156643,4
156644,3
156645,2
156646,3
156647,3
156648,2
156649,3
156650,0
156651,0
156652,0
156653,2
156654,0
156655,0
156656,0
156657,2
156658,2
156659,2
156660,2
156661,2
156662,2
156663,2
156664,2
156665,2
156666,0
156667,0
156668,0
156669,1
156670,1
156671,2
156672,2
156673,0
156674,0
156675,0
156676,1
156677,3
156678,2
156679,3
156680,2
156681,2
156682,2
156683,1
156684,0
156685,0
156686,0
156687,0
156688,0
156689,0
156690,1
156691,1
156692,2
156693,0
156694,0
156695,2
156696,0
156697,2
156698,2
156699,2
156700,2
156701,0
156702,2
156703,0
156704,1
156705,2
156706,2
156707,2
156708,2
156709,2
156710,2
156711,2
156712,2
156713,2
156714,2
156715,2
156716,2
156717,1
156718,2
156719,1
156720,2
156721,2
156722,2
156723,1
156724,1
156725,2
156726,1
156727,2
156728,2
156729,2
156730,2
156731,1
156732,1
156733,2
156734,1
156735,1
156736,2
156737,2
156738,2
156739,2
156740,2
156741,2
156742,2
156743,2
156744,2
156745,2
156746,2
156747,3
156748,3
156749,2
156750,2
156751,2
156752,2
156753,2
156754,4
156755,4
156756,4
156757,4
156758,2
156759,2
156760,2
156761,2
156762,2
156763,2
156764,4
156765,4
156766,2
156767,4
156768,4
156769,3
156770,2
156771,2
156772,2
156773,3
156774,3
156775,2
156776,2
156777,3
156778,4
156779,2
156780,4
156781,4
156782,4
156783,4
156784,1
156785,4
156786,3
156787,3
156788,4
156789,3
156790,3
156791,3
156792,3
156793,4
156794,3
156795,4
156796,2
156797,4
156798,4
156799,2
156800,2
156801,2
156802,2
156803,3
156804,3
156805,3
156806,2
156807,2
156808,2
156809,3
156810,2
156811,2
156812,4
156813,1
156814,2
156815,1
156816,2
156817,1
156818,1
156819,1
156820,1
156821,2
156822,2
156823,1
156824,1
156825,2
156826,2
156827,2
156828,2
156829,2
156830,4
156831,4
156832,4
156833,4
156834,4
156835,4
156836,4
156837,4
156838,4
156839,3
156840,3
156841,3
156842,3
156843,3
156844,0
156845,0
156846,1
156847,1
156848,3
156849,3
156850,1
156851,1
156852,1
156853,2
156854,0
156855,1
156856,1
156857,3
156858,1
156859,1
156860,1
156861,1
156862,1
156863,2
156864,3
156865,3
156866,3
156867,2
156868,3
156869,1
156870,1
156871,1
156872,1
156873,1
156874,1
156875,1
156876,1
156877,1
156878,1
156879,1
156880,1
156881,1
156882,1
156883,1
156884,2
156885,2
156886,1
156887,1
156888,2
156889,1
156890,1
156891,2
156892,2
156893,2
156894,2
156895,2
156896,2
156897,2
156898,2
156899,2
156900,4
156901,3
156902,3
156903,2
156904,3
156905,0
156906,4
156907,3
156908,0
156909,0
156910,0
156911,1
156912,1
156913,1
156914,2
156915,4
156916,4
156917,2
156918,4
156919,3
156920,4
156921,4
156922,2
156923,0
156924,0
156925,2
156926,2
156927,2
156928,3
156929,3
156930,3
156931,1
156932,1
156933,1
156934,1
156935,1
156936,2
156937,2
156938,2
156939,2
156940,0
156941,4
156942,4
156943,4
156944,4
156945,2
156946,3
156947,2
156948,3
156949,3
156950,3
156951,3
156952,3
156953,3
156954,3
156955,3
156956,2
156957,3
156958,3
156959,3
156960,3
156961,3
156962,3
156963,3
156964,2
156965,2
156966,2
156967,2
156968,2
156969,2
156970,2
156971,0
156972,0
156973,2
156974,2
156975,2
156976,2
156977,2
156978,2
156979,2
156980,2
156981,2
156982,2
156983,2
156984,1
156985,1
156986,2
156987,1
156988,1
156989,1
156990,2
156991,2
156992,2
156993,1
156994,2
156995,3
156996,3
156997,3
156998,2
156999,1
157000,1
157001,2
157002,2
157003,2
157004,1
157005,2
157006,1
157007,3
157008,1
157009,2
157010,2
157011,1
157012,1
157013,2
157014,2
157015,2
157016,1
157017,1
157018,1
157019,2
157020,2
157021,1
157022,0
157023,1
157024,1
157025,1
157026,2
157027,1
157028,1
157029,1
157030,2
157031,0
157032,0
157033,0
157034,0
157035,1
157036,2
157037,2
157038,1
157039,1
157040,1
157041,1
157042,1
157043,2
157044,1
157045,1
157046,1
157047,3
157048,1
157049,1
157050,1
157051,2
157052,2
157053,2
157054,1
157055,2
157056,2
157057,1
157058,2
157059,2
157060,2
157061,2
157062,2
157063,2
157064,4
157065,4
157066,2
157067,4
157068,4
157069,3
157070,1
157071,1
157072,2
157073,1
157074,0
157075,0
157076,0
157077,3
157078,0
157079,0
157080,0
157081,0
157082,1
157083,0
157084,2
157085,2
157086,2
157087,2
157088,2
157089,2
157090,2
157091,2
157092,3
157093,3
157094,2
157095,2
157096,4
157097,4
157098,0
157099,0
157100,1
157101,1
157102,2
157103,2
157104,4
157105,4
157106,3
157107,3
157108,3
157109,1
157110,2
157111,2
157112,2
157113,1
157114,3
157115,3
157116,2
157117,2
157118,1
157119,2
157120,4
157121,4
157122,3
157123,3
157124,3
157125,3
157126,1
157127,3
157128,2
157129,3
157130,0
157131,0
157132,0
157133,0
157134,0
157135,2
157136,0
157137,1
157138,1
157139,0
157140,0
157141,4
157142,2
157143,2
157144,0
157145,4
157146,4
157147,1
157148,1
157149,2
157150,2
157151,2
157152,2
157153,2
157154,2
157155,2
157156,2
157157,2
157158,2
157159,2
157160,2
157161,2
157162,2
157163,3
157164,2
157165,0
157166,0
157167,2
157168,2
157169,2
157170,1
157171,2
157172,1
157173,1
157174,1
157175,1
157176,2
157177,3
157178,3
157179,2
157180,2
157181,2
157182,2
157183,3
157184,2
157185,3
157186,2
157187,2
157188,3
157189,3
157190,3
157191,3
157192,3
157193,2
157194,0
157195,2
157196,3
157197,3
157198,2
157199,3
157200,2
157201,3
157202,3
157203,0
157204,0
157205,0
157206,1
157207,0
157208,0
157209,1
157210,0
157211,0
157212,0
157213,2
157214,1
157215,2
157216,3
157217,0
157218,0
157219,0
157220,2
157221,0
157222,0
157223,0
157224,1
157225,2
157226,2
157227,2
157228,2
157229,2
157230,2
157231,2
157232,2
157233,2
157234,2
157235,2
157236,0
157237,0
157238,1
157239,2
157240,2
157241,1
157242,3
157243,3
157244,0
157245,1
157246,1
157247,1
157248,1
157249,2
157250,1
157251,1
157252,1
157253,2
157254,2
157255,2
157256,2
157257,0
157258,0
157259,0
157260,2
157261,2
157262,2
157263,2
157264,0
157265,0
157266,2
157267,0
157268,0
157269,2
157270,2
157271,2
157272,2
157273,2
157274,2
157275,2
157276,2
157277,0
157278,0
157279,0
157280,0
157281,3
157282,3
157283,1
157284,1
157285,1
157286,2
157287,2
157288,2
157289,2
157290,4
157291,4
157292,4
157293,2
157294,3
157295,3
157296,2
157297,4
157298,4
157299,4
157300,4
157301,4
157302,4
157303,4
157304,4
157305,0
157306,4
157307,4
157308,4
157309,1
157310,2
157311,2
157312,3
157313,3
157314,2
157315,2
157316,2
157317,2
157318,2
157319,2
157320,2
157321,2
157322,1
157323,2
157324,2
157325,2
157326,2
157327,0
157328,0
157329,0
157330,2
157331,2
157332,0
157333,2
157334,0
157335,2
157336,4
157337,1
157338,2
157339,1
157340,2
157341,0
157342,1
157343,2
157344,2
157345,1
157346,2
157347,1
157348,1
157349,2
157350,4
157351,3
157352,3
157353,4
157354,3
157355,3
157356,0
157357,0
157358,0
157359,0
157360,0
157361,0
157362,0
157363,2
157364,0
157365,0
157366,4
157367,2
157368,2
157369,2
157370,2
157371,2
157372,2
157373,0
157374,2
157375,2
157376,0
157377,0
157378,2
157379,0
157380,2
157381,1
157382,3
157383,3
157384,4
157385,3
157386,3
157387,3
157388,3
157389,2
157390,3
157391,3
157392,3
157393,2
157394,2
157395,3
157396,4
157397,4
157398,2
157399,3
157400,2
157401,3
157402,3
157403,4
157404,4
157405,1
157406,1
157407,1
157408,3
157409,3
157410,2
157411,2
157412,2
157413,2
157414,2
157415,3
157416,3
157417,3
157418,2
157419,2
157420,2
157421,2
157422,3
157423,2
157424,3
157425,3
157426,2
157427,2
157428,2
157429,2
157430,2
157431,2
157432,4
157433,0
157434,0
157435,0
157436,2
157437,2
157438,2
157439,2
157440,4
157441,4
157442,4
157443,4
157444,4
157445,2
157446,4
157447,4
157448,2
157449,2
157450,3
157451,2
157452,2
157453,2
157454,3
157455,2
157456,2
157457,2
157458,1
157459,2
157460,0
157461,0
157462,1
157463,1
157464,1
157465,1
157466,1
157467,1
157468,1
157469,1
157470,3
157471,2
157472,3
157473,3
157474,3
157475,3
157476,3
157477,2
157478,3
157479,3
157480,3
157481,3
157482,2
157483,3
157484,2
157485,2
157486,3
157487,3
157488,3
157489,2
157490,2
157491,2
157492,2
157493,2
157494,3
157495,3
157496,3
157497,3
157498,1
157499,3
157500,2
157501,2
157502,3
157503,3
157504,2
157505,3
157506,3
157507,3
157508,3
157509,4
157510,4
157511,2
157512,2
157513,3
157514,4
157515,4
157516,3
157517,3
157518,3
157519,2
157520,4
157521,4
157522,4
157523,4
157524,1
157525,2
157526,3
157527,3
157528,3
157529,2
157530,1
157531,1
157532,2
157533,2
157534,2
157535,2
157536,4
157537,4
157538,4
157539,3
157540,3
157541,2
157542,2
157543,2
157544,2
157545,2
157546,2
157547,2
157548,0
157549,3
157550,2
157551,2
157552,2
157553,2
157554,2
157555,2
157556,1
157557,1
157558,1
157559,1
157560,1
157561,2
157562,1
157563,1
157564,3
157565,3
157566,3
157567,2
157568,1
157569,1
157570,1
157571,2
157572,2
157573,2
157574,2
157575,2
157576,2
157577,2
157578,2
157579,2
157580,3
157581,3
157582,2
157583,2
157584,2
157585,2
157586,1
157587,1
157588,1
157589,2
157590,2
157591,1
157592,1
157593,1
157594,1
157595,2
157596,1
157597,1
157598,3
157599,1
157600,1
157601,1
157602,1
157603,1
157604,1
157605,1
157606,1
157607,2
157608,1
157609,2
157610,1
157611,1
157612,1
157613,2
157614,1
157615,1
157616,1
157617,1
157618,1
157619,1
157620,3
157621,3
157622,2
157623,1
157624,0
157625,0
157626,0
157627,2
157628,2
157629,2
157630,2
157631,0
157632,2
157633,2
157634,0
157635,0
157636,0
157637,2
157638,0
157639,0
157640,3
157641,0
157642,0
157643,2
157644,0
157645,0
157646,0
157647,0
157648,0
157649,0
157650,0
157651,2
157652,1
157653,1
157654,1
157655,2
157656,2
157657,2
157658,2
157659,2
157660,2
157661,2
157662,2
157663,4
157664,4
157665,1
157666,3
157667,2
157668,2
157669,0
157670,2
157671,1
157672,2
157673,2
157674,2
157675,4
157676,1
157677,1
157678,2
157679,2
157680,2
157681,1
157682,3
157683,3
157684,3
157685,3
157686,3
157687,3
157688,3
157689,3
157690,3
157691,3
157692,2
157693,3
157694,3
157695,1
157696,2
157697,2
157698,1
157699,1
157700,1
157701,1
157702,2
157703,2
157704,2
157705,2
157706,1
157707,1
157708,2
157709,2
157710,0
157711,0
157712,2
157713,2
157714,2
157715,2
157716,0
157717,1
157718,1
157719,2
157720,1
157721,1
157722,1
157723,1
157724,1
157725,1
157726,2
157727,4
157728,4
157729,3
157730,0
157731,0
157732,0
157733,3
157734,3
157735,0
157736,0
157737,2
157738,2
157739,2
157740,2
157741,2
157742,4
157743,4
157744,4
157745,2
157746,4
157747,4
157748,4
157749,4
157750,4
157751,4
157752,4
157753,2
157754,2
157755,4
157756,1
157757,1
157758,1
157759,1
157760,2
157761,1
157762,1
157763,1
157764,1
157765,4
157766,4
157767,3
157768,3
157769,3
157770,3
157771,3
157772,3
157773,2
157774,3
157775,3
157776,3
157777,3
157778,4
157779,2
157780,4
157781,4
157782,0
157783,0
157784,0
157785,3
157786,2
157787,4
157788,2
157789,2
157790,2
157791,2
157792,4
157793,3
157794,3
157795,3
157796,3
157797,3
157798,2
157799,2
157800,2
157801,2
157802,2
157803,2
157804,2
157805,2
157806,3
157807,3
157808,2
157809,2
157810,4
157811,3
157812,3
157813,3
157814,3
157815,3
157816,3
157817,2
157818,3
157819,3
157820,3
157821,2
157822,3
157823,2
157824,2
157825,2
157826,3
157827,3
157828,3
157829,3
157830,3
157831,2
157832,2
157833,2
157834,2
157835,3
157836,3
157837,2
157838,2
157839,2
157840,2
157841,0
157842,1
157843,2
157844,2
157845,2
157846,2
157847,2
157848,2
157849,0
157850,0
157851,0
157852,0
157853,0
157854,2
157855,0
157856,0
157857,0
157858,2
157859,0
157860,2
157861,1
157862,1
157863,2
157864,2
157865,1
157866,0
157867,3
157868,3
157869,3
157870,3
157871,2
157872,2
157873,3
157874,3
157875,3
157876,2
157877,2
157878,2
157879,4
157880,0
157881,0
157882,0
157883,0
157884,2
157885,2
157886,2
157887,1
157888,2
157889,1
157890,2
157891,2
157892,2
157893,4
157894,4
157895,4
157896,4
157897,4
157898,4
157899,3
157900,3
157901,3
157902,3
157903,3
157904,3
157905,1
157906,3
157907,3
157908,3
157909,3
157910,2
157911,4
157912,4
157913,4
157914,3
157915,2
157916,2
157917,3
157918,3
157919,3
157920,3
157921,4
157922,1
157923,2
157924,2
157925,2
157926,2
157927,4
157928,4
157929,4
157930,2
157931,4
157932,2
157933,2
157934,2
157935,0
157936,0
157937,0
157938,0
157939,2
157940,2
157941,0
157942,0
157943,0
157944,0
157945,0
157946,0
157947,0
157948,0
157949,0
157950,2
157951,2
157952,1
157953,1
157954,3
157955,2
157956,2
157957,2
157958,3
157959,3
157960,3
157961,3
157962,2
157963,2
157964,2
157965,2
157966,2
157967,2
157968,2
157969,2
157970,1
157971,1
157972,1
157973,1
157974,0
157975,1
157976,2
157977,2
157978,0
157979,0
157980,0
157981,0
157982,2
157983,0
157984,1
157985,1
157986,1
157987,1
157988,4
157989,3
157990,2
157991,2
157992,2
157993,1
157994,1
157995,3
157996,3
157997,2
157998,2
157999,2
158000,0
158001,0
158002,2
158003,2
158004,2
158005,0
158006,1
158007,2
158008,2
158009,1
158010,1
158011,0
158012,0
158013,0
158014,1
158015,1
158016,0
158017,0
158018,0
158019,0
158020,1
158021,1
158022,1
158023,1
158024,1
158025,1
158026,1
158027,1
158028,1
158029,1
158030,2
158031,1
158032,1
158033,1
158034,2
158035,1
158036,2
158037,2
158038,3
158039,3
158040,2
158041,2
158042,2
158043,3
158044,3
158045,1
158046,3
158047,3
158048,3
158049,3
158050,3
158051,3
158052,2
158053,2
158054,3
158055,3
158056,3
158057,3
158058,3
158059,3
158060,4
158061,4
158062,4
158063,3
158064,3
158065,3
158066,2
158067,2
158068,2
158069,1
158070,1
158071,1
158072,1
158073,1
158074,2
158075,2
158076,4
158077,4
158078,4
158079,2
158080,4
158081,2
158082,4
158083,2
158084,2
158085,2
158086,2
158087,4
158088,4
158089,3
158090,3
158091,2
158092,2
158093,2
158094,3
158095,3
158096,3
158097,3
158098,3
158099,3
158100,2
158101,3
158102,3
158103,3
158104,3
158105,2
158106,3
158107,3
158108,3
158109,1
158110,2
158111,2
158112,3
158113,3
158114,3
158115,2
158116,2
158117,3
158118,3
158119,2
158120,3
158121,3
158122,2
158123,3
158124,3
158125,3
158126,3
158127,3
158128,3
158129,4
158130,4
158131,4
158132,4
158133,4
158134,4
158135,4
158136,4
158137,4
158138,4
158139,4
158140,2
158141,2
158142,3
158143,0
158144,0
158145,3
158146,2
158147,3
158148,2
158149,3
158150,3
158151,3
158152,3
158153,3
158154,2
158155,2
158156,3
158157,2
158158,3
158159,3
158160,0
158161,2
158162,0
158163,0
158164,1
158165,0
158166,0
158167,0
158168,4
158169,4
158170,4
158171,2
158172,2
158173,2
158174,2
158175,2
158176,2
158177,3
158178,3
158179,3
158180,3
158181,3
158182,2
158183,2
158184,2
158185,2
158186,0
158187,0
158188,3
158189,0
158190,2
158191,0
158192,1
158193,0
158194,0
158195,0
158196,0
158197,3
158198,3
158199,3
158200,0
158201,3
158202,3
158203,3
158204,3
158205,3
158206,4
158207,4
158208,4
158209,4
158210,3
158211,3
158212,3
158213,1
158214,3
158215,3
158216,3
158217,2
158218,2
158219,3
158220,0
158221,2
158222,0
158223,0
158224,3
158225,3
158226,3
158227,2
158228,2
158229,2
158230,3
158231,3
158232,3
158233,2
158234,0
158235,2
158236,0
158237,0
158238,2
158239,0
158240,0
158241,2
158242,0
158243,0
158244,3
158245,0
158246,0
158247,0
158248,1
158249,1
158250,0
158251,1
158252,0
158253,0
158254,2
158255,0
158256,1
158257,3
158258,3
158259,3
158260,2
158261,0
158262,0
158263,3
158264,3
158265,3
158266,3
158267,2
158268,3
158269,0
158270,2
158271,2
158272,2
158273,0
158274,0
158275,0
158276,0
158277,1
158278,1
158279,2
158280,0
158281,0
158282,1
158283,0
158284,0
158285,1
158286,2
158287,2
158288,2
158289,2
158290,2
158291,0
158292,0
158293,0
158294,1
158295,1
158296,1
158297,1
158298,1
158299,1
158300,1
158301,0
158302,0
158303,1
158304,1
158305,1
158306,3
158307,0
158308,0
158309,1
158310,1
158311,1
158312,1
158313,1
158314,3
158315,3
158316,3
158317,2
158318,2
158319,3
158320,3
158321,2
158322,2
158323,3
158324,3
158325,2
158326,3
158327,0
158328,1
158329,1
158330,1
158331,3
158332,3
158333,3
158334,3
158335,2
158336,3
158337,3
158338,0
158339,0
158340,0
158341,1
158342,2
158343,0
158344,2
158345,3
158346,3
158347,3
158348,2
158349,3
158350,3
158351,3
158352,3
158353,3
158354,2
158355,2
158356,2
158357,3
158358,2
158359,0
158360,1
158361,1
158362,1
158363,1
158364,1
158365,3
158366,2
158367,2
158368,2
158369,2
158370,2
158371,0
158372,0
158373,0
158374,0
158375,2
158376,2
158377,2
158378,0
158379,0
158380,0
158381,1
158382,0
158383,0
158384,0
158385,0
158386,2
158387,4
158388,0
158389,3
158390,3
158391,0
158392,0
158393,2
158394,2
158395,0
158396,0
158397,2
158398,2
158399,2
158400,2
158401,2
158402,2
158403,2
158404,2
158405,2
158406,2
158407,2
158408,2
158409,4
158410,4
158411,3
158412,4
158413,4
158414,3
158415,3
158416,4
158417,4
158418,2
158419,2
158420,2
158421,2
158422,4
158423,4
158424,4
158425,2
158426,2
158427,4
158428,4
158429,3
158430,3
158431,3
158432,3
158433,2
158434,3
158435,3
158436,2
158437,2
158438,3
158439,2
158440,2
158441,2
158442,3
158443,3
158444,3
158445,3
158446,1
158447,1
158448,1
158449,2
158450,2
158451,3
158452,3
158453,3
158454,3
158455,2
158456,2
158457,0
158458,0
158459,1
158460,1
158461,1
158462,1
158463,1
158464,1
158465,1
158466,1
158467,2
158468,1
158469,1
158470,3
158471,3
158472,3
158473,3
158474,3
158475,2
158476,2
158477,2
158478,2
158479,1
158480,1
158481,2
158482,2
158483,2
158484,1
158485,1
158486,2
158487,2
158488,2
158489,1
158490,1
158491,1
158492,2
158493,2
158494,4
158495,4
158496,4
158497,2
158498,4
158499,3
158500,3
158501,3
158502,3
158503,2
158504,0
158505,0
158506,1
158507,0
158508,0
158509,4
158510,4
158511,1
158512,2
158513,2
158514,2
158515,4
158516,2
158517,3
158518,0
158519,3
158520,3
158521,2
158522,3
158523,3
158524,3
158525,1
158526,1
158527,1
158528,3
158529,2
158530,2
158531,2
158532,2
158533,2
158534,2
158535,0
158536,3
158537,3
158538,2
158539,2
158540,0
158541,0
158542,2
158543,1
158544,2
158545,2
158546,1
158547,2
158548,1
158549,2
158550,2
158551,2
158552,1
158553,1
158554,4
158555,3
158556,3
158557,3
158558,3
158559,2
158560,2
158561,2
158562,2
158563,3
158564,3
158565,3
158566,3
158567,1
158568,1
158569,1
158570,1
158571,2
158572,4
158573,4
158574,3
158575,2
158576,2
158577,3
158578,3
158579,3
158580,3
158581,3
158582,2
158583,2
158584,2
158585,2
158586,2
158587,2
158588,2
158589,4
158590,3
158591,3
158592,3
158593,4
158594,4
158595,3
158596,3
158597,4
158598,3
158599,4
158600,4
158601,3
158602,4
158603,4
158604,4
158605,4
158606,4
158607,4
158608,3
158609,4
158610,4
158611,4
158612,4
158613,4
158614,1
158615,1
158616,2
158617,2
158618,1
158619,2
158620,2
158621,2
158622,2
158623,2
158624,4
158625,2
158626,4
158627,1
158628,1
158629,4
158630,0
158631,0
158632,4
158633,4
158634,2
158635,4
158636,3
158637,4
158638,4
158639,4
158640,0
158641,1
158642,1
158643,0
158644,0
158645,2
158646,2
158647,2
158648,0
158649,0
158650,2
158651,2
158652,3
158653,1
158654,1
158655,1
158656,1
158657,1
158658,1
158659,1
158660,2
158661,1
158662,2
158663,2
158664,1
158665,1
158666,2
158667,2
158668,2
158669,2
158670,2
158671,0
158672,0
158673,1
158674,2
158675,0
158676,0
158677,0
158678,1
158679,3
158680,3
158681,2
158682,1
158683,1
158684,1
158685,2
158686,2
158687,2
158688,4
158689,3
158690,3
158691,3
158692,3
158693,3
158694,3
158695,0
158696,0
158697,0
158698,3
158699,3
158700,1
158701,3
158702,1
158703,1
158704,2
158705,2
158706,2
158707,0
158708,0
158709,0
158710,0
158711,0
158712,2
158713,2
158714,2
158715,2
158716,0
158717,0
158718,1
158719,2
158720,2
158721,2
158722,2
158723,2
158724,2
158725,2
158726,2
158727,2
158728,2
158729,2
158730,1
158731,2
158732,0
158733,1
158734,1
158735,2
158736,1
158737,3
158738,1
158739,1
158740,1
158741,0
158742,1
158743,1
158744,1
158745,2
158746,2
158747,2
158748,2
158749,2
158750,2
158751,2
158752,2
158753,4
158754,4
158755,4
158756,3
158757,4
158758,2
158759,2
158760,4
158761,4
158762,4
158763,4
158764,3
158765,3
158766,3
158767,3
158768,3
158769,2
158770,3
158771,3
158772,3
158773,3
158774,3
158775,3
158776,2
158777,1
158778,2
158779,1
158780,1
158781,1
158782,4
158783,3
158784,3
158785,3
158786,3
158787,2
158788,2
158789,2
158790,2
158791,2
158792,2
158793,2
158794,0
158795,0
158796,2
158797,0
158798,0
158799,0
158800,1
158801,3
158802,3
158803,2
158804,2
158805,3
158806,2
158807,3
158808,1
158809,1
158810,4
158811,4
158812,0
158813,0
158814,1
158815,1
158816,1
158817,1
158818,1
158819,2
158820,2
158821,4
158822,4
158823,4
158824,3
158825,3
158826,3
158827,3
158828,3
158829,3
158830,3
158831,2
158832,3
158833,3
158834,2
158835,3
158836,1
158837,1
158838,1
158839,4
158840,4
158841,4
158842,2
158843,0
158844,4
158845,2
158846,4
158847,2
158848,4
158849,2
158850,4
158851,4
158852,4
158853,2
158854,3
158855,3
158856,3
158857,0
158858,0
158859,1
158860,1
